"Iteration"	"LogProbability"	"CurrentDecryptedText"	"CorrectText"
689	-94.3132983917019	"gene as some sumkre jexj"	0
690	-94.3132983917019	"gene as some sumkre jexj"	0
691	-94.3132983917019	"gene as some sumkre jexj"	0
692	-94.3132983917019	"gene as some sumkre jexj"	0
693	-94.3132983917019	"gene as some sumkre jexj"	0
694	-94.3132983917019	"gene as some sumkre jexj"	0
695	-94.3132983917019	"gene as some sumkre jexj"	0
696	-94.3132983917019	"gene as some skmure jexj"	0
697	-94.3132983917019	"gene as some skmure jexj"	0
698	-94.3132983917019	"gene as some skmure jexj"	0
699	-94.3132983917019	"gene as some skmure jexj"	0
700	-94.3132983917019	"gene as some skmure jexj"	0
701	-94.3132983917019	"gene as some skmure jexj"	0
702	-94.3132983917019	"gene as some swmure jexj"	0
703	-94.3132983917019	"gene as some swmure jexj"	0
704	-94.3132983917019	"gene as some swmure jexj"	0
705	-94.3132983917019	"gene as some swmure jexj"	0
706	-94.3132983917019	"gene as some swmure jexj"	0
707	-94.3132983917019	"gene as some swmule jexj"	0
708	-94.3132983917019	"gene as some swmule jexj"	0
709	-94.3132983917019	"gene as some swmcle jexj"	0
710	-94.3132983917019	"gene as some swmcle jexj"	0
711	-94.3132983917019	"gene as some swmcle jexj"	0
712	-94.3132983917019	"gene as some swmcle jexj"	0
713	-94.3132983917019	"gene as some swmcle jexj"	0
714	-94.3132983917019	"gene as some swmcle jexj"	0
715	-94.3132983917019	"gene as some swmcle jepj"	0
716	-94.3132983917019	"gene as some swmcle jepj"	0
717	-94.3132983917019	"gene as some swmcle jepj"	0
718	-94.3132983917019	"gene as some swmcle jepj"	0
719	-94.3132983917019	"gene as some swmcle zepz"	0
720	-94.3132983917019	"gene as some swmcle zepz"	0
721	-94.3132983917019	"gene as some swmcle zepz"	0
722	-94.3132983917019	"gene as some swmcle zepz"	0
723	-94.3132983917019	"gene as some swmcle zepz"	0
724	-94.3132983917019	"gene as some swmcle zepz"	0
725	-94.3132983917019	"gene as some swmcle zepz"	0
726	-94.3132983917019	"gene as some swmcle zepz"	0
727	-94.3132983917019	"gene as some swmcle zepz"	0
728	-94.3132983917019	"gene as some swmcke zepz"	0
729	-94.3132983917019	"gene as some slmcke zepz"	0
730	-94.3132983917019	"gene as some slmcke zepz"	0
731	-94.3132983917019	"gene as some slmcke zepz"	0
732	-94.3132983917019	"gene as some slmcke zexz"	0
733	-94.3132983917019	"gene as some slmcke zexz"	0
734	-94.3132983917019	"gene as some slmcue zexz"	0
735	-94.3132983917019	"gene as some slmque zexz"	0
736	-94.3132983917019	"gene as some slmque zexz"	0
737	-94.3132983917019	"gene as some slmque zexz"	0
738	-94.3132983917019	"gene as some slmque zexz"	0
739	-94.3132983917019	"gene as some slmque zexz"	0
740	-94.3132983917019	"gene as some sqmlue zexz"	0
741	-94.3132983917019	"gene as some sqmlue zexz"	0
742	-94.3132983917019	"gene as some sqmlue zexz"	0
743	-94.3132983917019	"gene as some sqmlue zexz"	0
744	-94.3132983917019	"gene as some sqmbue zexz"	0
745	-94.3132983917019	"gene as some svmbue zexz"	0
746	-94.3132983917019	"gene as some simbue zexz"	0
747	-94.3132983917019	"gene as some simbue zexz"	0
748	-94.3132983917019	"gene as some simbue zetz"	0
749	-94.3132983917019	"gene as some simbue zepz"	0
750	-94.3132983917019	"gene as some simbue zepz"	0
751	-94.3132983917019	"gene as some simbue zepz"	0
752	-94.3132983917019	"gene as some simbue zepz"	0
753	-94.3132983917019	"gene as some simbue zepz"	0
754	-94.3132983917019	"gene as some simbue zepz"	0
755	-94.3132983917019	"gene as some simbue cepc"	0
756	-94.3132983917019	"gene as some simbue cepc"	0
757	-94.3132983917019	"gene as some simbue cepc"	0
758	-94.3132983917019	"gene as some simbue cepc"	0
759	-94.3132983917019	"gene as some simbue cepc"	0
760	-94.3132983917019	"gene as some simbue qepq"	0
761	-94.3132983917019	"gene as some simbue qepq"	0
762	-94.3132983917019	"gene as some simbue qepq"	0
763	-94.3132983917019	"gene as some simbue qepq"	0
764	-94.3132983917019	"gene as some simbue qepq"	0
765	-94.3132983917019	"gene as some simbue qepq"	0
766	-94.3132983917019	"gene as some simbue qepq"	0
767	-94.3132983917019	"gene as some simbue heph"	0
768	-94.3132983917019	"gene as some simbue heph"	0
769	-94.3132983917019	"gene as some stmbue heph"	0
770	-94.3132983917019	"gene as some stmbue heph"	0
771	-94.3132983917019	"gene as some stmble heph"	0
772	-94.3132983917019	"gene as some stmble heph"	0
773	-94.3132983917019	"gene as some stmble hedh"	0
774	-94.3132983917019	"gene as some slmbte hedh"	0
775	-94.3132983917019	"gene as some slmbte hedh"	0
776	-94.3132983917019	"gene as some slmbte hedh"	0
777	-94.3132983917019	"gene as some slmbte hedh"	0
778	-94.0620302743922	"gene is some slmbte hedh"	0
779	-94.0620302743922	"gene is some slmbte hedh"	0
780	-94.0620302743922	"gene is some slmbte hedh"	0
781	-94.0620302743922	"gene is some slmbte hedh"	0
782	-94.0620302743922	"gene is some slmbte hedh"	0
783	-94.0620302743922	"gene is some slmbte hedh"	0
784	-94.0620302743922	"gene is some slmbte hedh"	0
785	-94.0620302743922	"gene is some sdmbte helh"	0
786	-94.0620302743922	"gene is some sdmbte helh"	0
787	-94.0620302743922	"gene is some sdmbte helh"	0
788	-94.0620302743922	"gene is some sdmbte helh"	0
789	-94.0620302743922	"gene is some sdmbte helh"	0
790	-94.0620302743922	"gene is some sdmbte xelx"	0
791	-94.0620302743922	"gene is some sdmbte xelx"	0
792	-94.0620302743922	"gene is some sdmbte xelx"	0
793	-94.0620302743922	"gene is some sdmbte xelx"	0
794	-74.4834367802385	"gene is some sdmbte kelk"	0
795	-74.4834367802385	"gene is some symbte kelk"	0
796	-74.4834367802385	"gene is some symbte kelk"	0
797	-74.4834367802385	"gene is some symbte kelk"	0
798	-74.4834367802385	"gene is some symzte kelk"	0
799	-74.4834367802385	"gene is some symzte kelk"	0
800	-74.4834367802385	"gene is some szmyte kelk"	0
801	-74.4834367802385	"gene is some szmyte kelk"	0
802	-76.2751962494666	"gene is some szmyke telt"	0
803	-76.2751962494666	"gene is some szmyke telt"	0
804	-76.2751962494666	"gene is some szmkye telt"	0
805	-76.2751962494666	"gene is some szmkye telt"	0
806	-76.2751962494666	"gene is some szmkye telt"	0
807	-76.2751962494666	"gene is some szmkye telt"	0
808	-76.2751962494666	"gene is some szmkye telt"	0
809	-76.2751962494666	"gene is some szmkye telt"	0
810	-76.2751962494666	"gene is some szmkye telt"	0
811	-76.2751962494666	"gene is some szmkye telt"	0
812	-76.2751962494666	"gene is some szmkye telt"	0
813	-76.2751962494666	"gene is some szmkye telt"	0
814	-76.2751962494666	"gene is some szmkye telt"	0
815	-76.2751962494666	"gene is some szmkwe telt"	0
816	-76.2751962494666	"gene is some szmkwe telt"	0
817	-76.2751962494666	"gene is some szmkfe telt"	0
818	-76.2751962494666	"gene is some szmkfe telt"	0
819	-76.2751962494666	"gene is some szmkfe telt"	0
820	-76.2751962494666	"gene is some szmkfe telt"	0
821	-76.2751962494666	"gene is some szmkfe telt"	0
822	-76.2751962494666	"gene is some szmkfe telt"	0
823	-76.2751962494666	"gene is some szmkfe telt"	0
824	-76.2751962494666	"gene is some srmkfe telt"	0
825	-76.2751962494666	"gene is some srmkxe telt"	0
826	-76.2751962494666	"gene is some srmkxe telt"	0
827	-76.2751962494666	"gene is some srmkxe telt"	0
828	-76.2751962494666	"gene is some srmkxe telt"	0
829	-76.2751962494666	"gene is some spmkxe telt"	0
830	-76.2751962494666	"gene is some spmkwe telt"	0
831	-76.2751962494666	"gene is some spmkwe telt"	0
832	-76.2751962494666	"gene is some spmkwe telt"	0
833	-76.2751962494666	"gene is some spmkwe telt"	0
834	-76.2751962494666	"gene is some spmkwe telt"	0
835	-76.2751962494666	"gene is some spmkwe telt"	0
836	-76.2751962494666	"gene is some spmkwe telt"	0
837	-76.2751962494666	"gene is some spmkwe telt"	0
838	-76.2751962494666	"gene is some sqmkwe telt"	0
839	-76.2751962494666	"gene is some sqmkwe telt"	0
840	-76.2751962494666	"gene is some sqmkwe telt"	0
841	-76.2751962494666	"gene is some shmkwe telt"	0
842	-76.2751962494666	"gene is some shmkwe telt"	0
843	-76.2751962494666	"gene is some shmkwe telt"	0
844	-76.2751962494666	"gene is some shmkwe telt"	0
845	-76.2751962494666	"gene is some shmkwe telt"	0
846	-76.2751962494666	"gene is some shmkwe telt"	0
847	-76.2751962494666	"gene is some shmkwe telt"	0
848	-76.2751962494666	"gene is some shmkwe telt"	0
849	-76.2751962494666	"gene is some shmkwe telt"	0
850	-76.2751962494666	"gene is some shmkwe telt"	0
851	-76.2751962494666	"gene is some shmkwe telt"	0
852	-76.2751962494666	"gene is some shmkwe telt"	0
853	-76.2751962494666	"gene is some shmkwe telt"	0
854	-76.2751962494666	"gene is some shmkwe telt"	0
855	-76.2751962494666	"gene is some shmkwe telt"	0
856	-76.2751962494666	"gene is some shmkwe telt"	0
857	-76.2751962494666	"gene is some shmkwe telt"	0
858	-76.2751962494666	"gene is some shmkwe telt"	0
859	-76.2751962494666	"gene is some sumkwe telt"	0
860	-76.2751962494666	"gene is some sumkwe telt"	0
861	-76.2751962494666	"gene is some sumkwe telt"	0
862	-76.2751962494666	"gene is some sumkwe telt"	0
863	-76.2751962494666	"gene is some sumkae telt"	0
864	-76.2751962494666	"gene is some sumkae telt"	0
865	-76.2751962494666	"gene is some sumkae telt"	0
866	-76.2751962494666	"gene is some sumqae telt"	0
867	-76.2751962494666	"gene is some sumqae telt"	0
868	-76.2751962494666	"gene is some sumqae telt"	0
869	-76.2751962494666	"gene is some sumqae telt"	0
870	-76.2751962494666	"gene is some sumqae telt"	0
871	-76.2751962494666	"gene is some sumqae telt"	0
872	-76.2751962494666	"gene is some sumqae telt"	0
873	-76.2751962494666	"gene is some sumqae telt"	0
874	-76.2751962494666	"gene is some sumqae telt"	0
875	-76.2751962494666	"gene is some sumqae telt"	0
876	-76.2751962494666	"gene is some sumqae telt"	0
877	-76.2751962494666	"gene is some sumqae telt"	0
878	-76.2751962494666	"gene is some sumqae telt"	0
879	-76.2751962494666	"gene is some sumqae telt"	0
880	-76.2751962494666	"gene is some sumqae telt"	0
881	-76.2751962494666	"gene is some sumqze telt"	0
882	-76.2751962494666	"gene is some sumxze telt"	0
883	-76.2751962494666	"gene is some sumxze telt"	0
884	-76.2751962494666	"gene is some sfmxze telt"	0
885	-76.2751962494666	"gene is some sfmxze telt"	0
886	-76.2751962494666	"gene is some sfmxze telt"	0
887	-76.2751962494666	"gene is some sfmxze telt"	0
888	-76.2751962494666	"gene is some sfmxze telt"	0
889	-76.2751962494666	"gene is some sfmxze telt"	0
890	-76.2751962494666	"gene is some sfmxze telt"	0
891	-76.2751962494666	"gene is some sfmxze telt"	0
892	-76.2751962494666	"gene is some sfmxze telt"	0
893	-76.2751962494666	"gene is some sfmxze telt"	0
894	-76.2751962494666	"gene is some shmxze telt"	0
895	-76.2751962494666	"gene is some shmxze telt"	0
896	-76.2751962494666	"gene is some shmqze telt"	0
897	-76.2751962494666	"gene is some shmqze telt"	0
898	-76.2751962494666	"gene is some shmqze telt"	0
899	-76.2751962494666	"gene is some shmqze telt"	0
900	-76.2751962494666	"gene is some shmqze telt"	0
901	-76.2751962494666	"gene is some shmqze telt"	0
902	-76.2751962494666	"gene is some shmqze telt"	0
903	-76.2751962494666	"gene is some shmqze telt"	0
904	-76.2751962494666	"gene is some shmqze telt"	0
905	-76.2751962494666	"gene is some shmqze telt"	0
906	-76.2751962494666	"gene is some shmqze telt"	0
907	-66.7799669880591	"gene is some shmqze text"	0
908	-66.7799669880591	"gene is some symqze text"	0
909	-66.7799669880591	"gene is some symqze text"	0
910	-66.7799669880591	"gene is some symqze text"	0
911	-66.7799669880591	"gene is some symqze text"	0
912	-66.7799669880591	"gene is some symqze text"	0
913	-66.7799669880591	"gene is some symqze text"	0
914	-66.7799669880591	"gene is some symqze text"	0
915	-66.7799669880591	"gene is some symqze text"	0
916	-66.7799669880591	"gene is some symqze text"	0
917	-66.7799669880591	"gene is some symqze text"	0
918	-66.7799669880591	"gene is some symqze text"	0
919	-66.7799669880591	"gene is some symqze text"	0
920	-66.7799669880591	"gene is some symqze text"	0
921	-66.7799669880591	"gene is some symqze text"	0
922	-66.7799669880591	"gene is some symqze text"	0
923	-66.7799669880591	"gene is some symqze text"	0
924	-66.7799669880591	"gene is some symqze text"	0
925	-66.7799669880591	"gene is some sjmqze text"	0
926	-66.7799669880591	"gene is some sjmqze text"	0
927	-66.7799669880591	"gene is some sjmqze text"	0
928	-66.7799669880591	"gene is some sjmqze text"	0
929	-66.7799669880591	"gene is some sjmqze text"	0
930	-66.7799669880591	"gene is some sjmqbe text"	0
931	-66.7799669880591	"gene is some sjmqbe text"	0
932	-66.7799669880591	"gene is some sjmqbe text"	0
933	-66.7799669880591	"gene is some sjmqbe text"	0
934	-66.7799669880591	"gene is some sjmqbe text"	0
935	-66.7799669880591	"gene is some sjmqbe text"	0
936	-66.7799669880591	"gene is some sjmqbe text"	0
937	-66.7799669880591	"gene is some sjmdbe text"	0
938	-66.7799669880591	"gene is some samdbe text"	0
939	-66.7799669880591	"gene is some samdbe text"	0
940	-66.7799669880591	"gene is some samzbe text"	0
941	-66.7799669880591	"gene is some samzbe text"	0
942	-66.7799669880591	"gene is some samzbe text"	0
943	-66.7799669880591	"gene is some samzbe text"	0
944	-66.7799669880591	"gene is some samzbe text"	0
945	-66.7799669880591	"gene is some samzbe text"	0
946	-66.7799669880591	"gene is some samzbe text"	0
947	-66.7799669880591	"gene is some samzqe text"	0
948	-66.7799669880591	"gene is some samzqe text"	0
949	-66.7799669880591	"gene is some samzqe text"	0
950	-66.7799669880591	"gene is some samzqe text"	0
951	-66.7799669880591	"gene is some samzqe text"	0
952	-66.7799669880591	"gene is some samzqe text"	0
953	-66.7799669880591	"gene is some samzqe text"	0
954	-66.7799669880591	"gene is some samzqe text"	0
955	-66.7799669880591	"gene is some samvqe text"	0
956	-66.7799669880591	"gene is some samvqe text"	0
957	-66.7799669880591	"gene is some samvqe text"	0
958	-66.7799669880591	"gene is some samvke text"	0
959	-66.7799669880591	"gene is some samvye text"	0
960	-66.7799669880591	"gene is some samvye text"	0
961	-66.7799669880591	"gene is some samjye text"	0
962	-66.7799669880591	"gene is some samjye text"	0
963	-66.7799669880591	"gene is some samjye text"	0
964	-66.7799669880591	"gene is some samjye text"	0
965	-66.7799669880591	"gene is some samjye text"	0
966	-66.7799669880591	"gene is some samjye text"	0
967	-66.7799669880591	"gene is some samjye text"	0
968	-66.7799669880591	"gene is some samjye text"	0
969	-66.7799669880591	"gene is some samjye text"	0
970	-66.7799669880591	"gene is some samjye text"	0
971	-66.7799669880591	"gene is some samjye text"	0
972	-66.7799669880591	"gene is some samjye text"	0
973	-66.7799669880591	"gene is some samkye text"	0
974	-66.7799669880591	"gene is some samkye text"	0
975	-66.7799669880591	"gene is some samkye text"	0
976	-66.7799669880591	"gene is some samkye text"	0
977	-66.7799669880591	"gene is some samkye text"	0
978	-66.7799669880591	"gene is some samkye text"	0
979	-66.7799669880591	"gene is some samkye text"	0
980	-66.7799669880591	"gene is some szmkye text"	0
981	-66.7799669880591	"gene is some szmaye text"	0
982	-66.7799669880591	"gene is some szmaye text"	0
983	-66.7799669880591	"gene is some szmaye text"	0
984	-66.7799669880591	"gene is some szmaye text"	0
985	-66.7799669880591	"gene is some szmaye text"	0
986	-66.7799669880591	"gene is some szmaye text"	0
987	-66.7799669880591	"gene is some szmaye text"	0
988	-66.7799669880591	"gene is some szmaye text"	0
989	-66.7799669880591	"gene is some szmaye text"	0
990	-66.7799669880591	"gene is some szmaye text"	0
991	-66.7799669880591	"gene is some szmaye text"	0
992	-66.7799669880591	"gene is some szmaye text"	0
993	-66.7799669880591	"gene is some szmaye text"	0
994	-66.7799669880591	"gene is some szmaye text"	0
995	-66.7799669880591	"gene is some swmaye text"	0
996	-66.7799669880591	"gene is some swmaye text"	0
997	-66.7799669880591	"gene is some swmaje text"	0
998	-66.7799669880591	"gene is some swmaje text"	0
999	-66.7799669880591	"gene is some swmaje text"	0
1000	-66.7799669880591	"gene is some swmaje text"	0
